"Date","Up.to.Date","Full.Vax","Unvax"
"Oct 24 - Nov 20",0.136393609327138,0.495173571367774,3.70595537240261
"Nov 21 - Dec 18",0.0397466594299658,0.433823410097407,2.44943818014225
"Dec 19 - Jan 15",0.350864963867197,0.640693281578181,2.12334516766546
"Jan 16 - Feb 12",0.287871519103639,1.14285133103271,3.37158492544824
"Feb 13 - Mar 12",0.194805673369597,0.376956104340956,1.15118848779331
"Mar 13 - Apr 09",0.0538374923518034,0.104861819227683,0.427740209157079
