"Survey Date","Hospital Region","Hospital Region Code","Facility Type","Facility Filter","All Beds","Inpatient Beds","Inpatient Beds Used","Inpatient Beds Available","ICU Beds","ICU Beds Used","ICU Beds Available","Vents","Vents Used","Vents Available","Pos COVID","PUI Pending","Pos COVID PUI Pending","All Beds (Imputed)","Inpatient Beds (Imputed)","Inpatient Beds Used (Imputed)","Inpatient Beds Available (Imputed)","ICU Beds (Imputed)","ICU Beds Used (Imputed)","ICU Beds Available (Imputed)","Vents (Imputed)","Vents Used (Imputed)","Vents Available (Imputed)","Pos COVID (Imputed)","PUI Pending (Imputed)","Pos COVID PUI Pending (Imputed)"
07/06/2020,Anchorage,7,Psych,0,116,86,58,28,0,0,0,0,0,0,,,,116,86,58,28,0,0,0,0,0,0,,,
07/06/2020,Gulf Coast,4,CAH,1,118,97,18,79,4,0,4,20,0,20,,,,118,97,18,79,4,0,4,20,0,20,,,
07/06/2020,Gulf Coast,4,GACH,1,120,120,36,84,9,4,5,9,2,7,,,,120,120,36,84,9,4,5,9,2,7,,,
07/06/2020,Interior,6,GACH,1,94,81,33,48,13,3,10,16,0,16,,,,94,81,33,48,13,3,10,16,0,16,,,
07/06/2020,Matanuska-Susitna,3,GACH,1,114,104,71,33,14,9,5,24,4,20,,,,114,104,71,33,14,9,5,24,4,20,,,
07/06/2020,Northern,2,CAH,1,135,95,16,79,8,0,8,36,0,36,,,,135,95,16,79,8,0,8,36,0,36,,,
07/06/2020,Southeast,5,CAH,1,81,81,26,55,13,0,13,31,0,31,,,,81,81,26,55,13,0,13,31,0,31,,,
07/06/2020,Southeast,5,GACH,1,133,56,25,31,9,4,5,15,0,15,,,,133,56,25,31,9,4,5,15,0,15,,,
07/06/2020,Southwest,1,CAH,1,26,12,4,8,0,0,0,2,0,2,,,,26,12,4,8,0,0,0,2,0,2,,,
07/06/2020,Southwest,1,GACH,1,62,45,10,35,8,0,8,4,0,4,,,,62,45,10,35,8,0,8,4,0,4,,,
07/07/2020,Anchorage,7,GACH,1,931,834,512,322,159,95,64,185,16,169,,,,931,834,512,322,159,95,64,185,16,169,,,
07/07/2020,Anchorage,7,LTACH,0,51,51,33,18,11,7,4,24,3,21,,,,51,51,33,18,11,7,4,24,3,21,,,
07/07/2020,Anchorage,7,Psych,0,116,86,58,28,0,0,0,0,0,0,,,,116,86,58,28,0,0,0,0,0,0,,,
07/07/2020,Gulf Coast,4,CAH,1,130,95,19,76,4,1,3,22,0,22,,,,130,95,19,76,4,1,3,22,0,22,,,
07/07/2020,Gulf Coast,4,GACH,1,120,120,39,81,9,4,5,9,0,9,,,,120,120,39,81,9,4,5,9,0,9,,,
07/07/2020,Interior,6,GACH,1,94,81,46,35,13,2,11,16,0,16,,,,94,81,46,35,13,2,11,16,0,16,,,
07/07/2020,Matanuska-Susitna,3,GACH,1,114,104,80,24,14,8,6,24,3,21,,,,114,104,80,24,14,8,6,24,3,21,,,
07/07/2020,Northern,2,CAH,1,135,95,13,82,8,0,8,36,0,36,,,,135,95,13,82,8,0,8,36,0,36,,,
07/07/2020,Southeast,5,CAH,1,80,80,25,55,13,0,13,31,0,31,,,,80,80,25,55,13,0,13,31,0,31,,,
07/07/2020,Southeast,5,GACH,1,133,56,28,28,9,4,5,15,0,15,,,,133,56,28,28,9,4,5,15,0,15,,,
07/07/2020,Southwest,1,CAH,1,26,12,5,7,0,0,0,2,0,2,,,,26,12,5,7,0,0,0,2,0,2,,,
07/07/2020,Southwest,1,GACH,1,62,45,10,35,8,0,8,4,0,4,,,,62,45,10,35,8,0,8,4,0,4,,,
07/08/2020,Anchorage,7,GACH,1,1005,834,537,297,102,50,52,157,13,144,,,,1005,834,537,297,102,50,52,157,13,144,,,
07/08/2020,Anchorage,7,LTACH,0,51,51,32,19,11,7,4,24,3,21,,,,51,51,32,19,11,7,4,24,3,21,,,
07/08/2020,Anchorage,7,Psych,0,116,86,69,17,0,0,0,0,0,0,,,,116,86,69,17,0,0,0,0,0,0,,,
07/08/2020,Gulf Coast,4,CAH,1,130,95,18,77,4,1,3,22,0,22,,,,130,95,18,77,4,1,3,22,0,22,,,
07/08/2020,Gulf Coast,4,GACH,1,120,120,37,83,9,5,4,9,0,9,,,,120,120,37,83,9,5,4,9,0,9,,,
07/08/2020,Interior,6,GACH,1,94,81,49,32,13,6,7,16,0,16,,,,94,81,49,32,13,6,7,16,0,16,,,
07/08/2020,Matanuska-Susitna,3,GACH,1,114,104,72,32,14,11,3,24,3,21,,,,114,104,72,32,14,11,3,24,3,21,,,
07/08/2020,Northern,2,CAH,1,135,95,16,79,8,0,8,36,0,36,,,,135,95,16,79,8,0,8,36,0,36,,,
07/08/2020,Southeast,5,CAH,1,81,81,30,51,13,2,11,31,0,31,,,,81,81,30,51,13,2,11,31,0,31,,,
07/08/2020,Southeast,5,GACH,1,133,56,36,20,9,5,4,15,0,15,,,,133,56,36,20,9,5,4,15,0,15,,,
07/08/2020,Southwest,1,CAH,1,26,12,4,8,0,0,0,2,0,2,,,,26,12,4,8,0,0,0,2,0,2,,,
07/08/2020,Southwest,1,GACH,1,62,45,14,31,8,0,8,4,0,4,,,,62,45,14,31,8,0,8,4,0,4,,,
07/09/2020,Anchorage,7,GACH,1,1005,834,528,306,102,49,53,157,16,141,,,,1005,834,528,306,102,49,53,157,16,141,,,
07/09/2020,Anchorage,7,LTACH,0,51,51,30,21,11,6,5,24,3,21,,,,51,51,30,21,11,6,5,24,3,21,,,
07/09/2020,Anchorage,7,Psych,0,,,,,,,,,,,,,,116,86,69,17,0,0,0,0,0,0,,,
07/09/2020,Gulf Coast,4,CAH,1,130,96,23,73,4,0,4,22,0,22,,,,130,96,23,73,4,0,4,22,0,22,,,
07/09/2020,Gulf Coast,4,GACH,1,120,120,34,86,9,4,5,9,0,9,,,,120,120,34,86,9,4,5,9,0,9,,,
07/09/2020,Interior,6,GACH,1,94,81,44,37,13,5,8,16,0,16,,,,94,81,44,37,13,5,8,16,0,16,,,
07/09/2020,Matanuska-Susitna,3,GACH,1,114,104,62,42,14,7,7,24,2,22,,,,114,104,62,42,14,7,7,24,2,22,,,
07/09/2020,Northern,2,CAH,1,135,95,14,81,8,0,8,36,0,36,,,,135,95,14,81,8,0,8,36,0,36,,,
07/09/2020,Southeast,5,CAH,1,81,81,31,50,13,1,12,31,0,31,,,,81,81,31,50,13,1,12,31,0,31,,,
07/09/2020,Southeast,5,GACH,1,133,56,33,23,9,5,4,15,0,15,,,,133,56,33,23,9,5,4,15,0,15,,,
07/09/2020,Southwest,1,CAH,1,26,12,4,8,0,0,0,2,0,2,,,,26,12,4,8,0,0,0,2,0,2,,,
07/09/2020,Southwest,1,GACH,1,62,45,16,29,8,0,8,4,0,4,,,,62,45,16,29,8,0,8,4,0,4,,,
07/10/2020,Anchorage,7,GACH,1,1005,834,520,314,102,55,47,155,18,137,,,,1005,834,520,314,102,55,47,155,18,137,,,
07/10/2020,Anchorage,7,LTACH,0,51,51,30,21,11,6,5,24,3,21,,,,51,51,30,21,11,6,5,24,3,21,,,
07/10/2020,Anchorage,7,Psych,0,80,50,48,2,0,0,0,0,0,0,,,,116,86,70,16,0,0,0,0,0,0,,,
07/10/2020,Gulf Coast,4,CAH,1,130,97,21,76,4,0,4,22,0,22,,,,130,97,21,76,4,0,4,22,0,22,,,
07/10/2020,Gulf Coast,4,GACH,1,120,120,38,82,9,5,4,9,0,9,,,,120,120,38,82,9,5,4,9,0,9,,,
07/10/2020,Interior,6,GACH,1,94,81,53,28,13,5,8,16,1,15,,,,94,81,53,28,13,5,8,16,1,15,,,
07/10/2020,Matanuska-Susitna,3,GACH,1,114,104,66,38,14,12,2,24,2,22,,,,114,104,66,38,14,12,2,24,2,22,,,
07/10/2020,Northern,2,CAH,1,101,61,8,53,8,0,8,28,0,28,,,,135,95,16,79,8,0,8,36,0,36,,,
07/10/2020,Southeast,5,CAH,1,81,81,28,53,13,0,13,31,0,31,,,,81,81,28,53,13,0,13,31,0,31,,,
07/10/2020,Southeast,5,GACH,1,133,56,34,22,9,5,4,15,0,15,,,,133,56,34,22,9,5,4,15,0,15,,,
07/10/2020,Southwest,1,CAH,1,26,12,1,11,0,0,0,2,0,2,,,,26,12,1,11,0,0,0,2,0,2,,,
07/10/2020,Southwest,1,GACH,1,62,45,13,32,8,0,8,4,0,4,,,,62,45,13,32,8,0,8,4,0,4,,,
07/11/2020,Anchorage,7,GACH,1,791,661,392,269,80,37,43,105,8,97,,,,1005,834,521,313,102,53,49,155,18,137,,,
07/11/2020,Anchorage,7,LTACH,0,51,51,30,21,11,6,5,24,3,21,,,,51,51,30,21,11,6,5,24,3,21,,,
07/11/2020,Anchorage,7,Psych,0,,,,,,,,,,,,,,116,86,70,16,0,0,0,0,0,0,,,
07/11/2020,Gulf Coast,4,CAH,1,140,95,17,78,4,0,4,21,0,21,,,,140,95,17,78,4,0,4,21,0,21,,,
07/11/2020,Gulf Coast,4,GACH,1,120,120,35,85,9,5,4,9,0,9,,,,120,120,35,85,9,5,4,9,0,9,,,
07/11/2020,Interior,6,GACH,1,94,81,65,16,13,10,3,16,1,15,,,,94,81,65,16,13,10,3,16,1,15,,,
07/11/2020,Matanuska-Susitna,3,GACH,1,114,104,73,31,14,11,3,24,3,21,,,,114,104,73,31,14,11,3,24,3,21,,,
07/11/2020,Northern,2,CAH,1,135,95,18,77,8,0,8,36,0,36,,,,135,95,18,77,8,0,8,36,0,36,,,
07/11/2020,Southeast,5,CAH,1,81,81,28,53,13,0,13,31,0,31,,,,81,81,28,53,13,0,13,31,0,31,,,
07/11/2020,Southeast,5,GACH,1,133,56,32,24,9,4,5,15,0,15,,,,133,56,32,24,9,4,5,15,0,15,,,
07/11/2020,Southwest,1,CAH,1,,,,,,,,,,,,,,26,12,1,11,0,0,0,2,0,2,,,
07/11/2020,Southwest,1,GACH,1,62,45,12,33,8,0,8,4,0,4,,,,62,45,12,33,8,0,8,4,0,4,,,
07/12/2020,Anchorage,7,GACH,1,791,661,371,290,80,42,38,105,7,98,,,,1005,834,500,334,102,58,44,155,17,138,,,
07/12/2020,Anchorage,7,LTACH,0,51,51,30,21,11,6,5,24,3,21,,,,51,51,30,21,11,6,5,24,3,21,,,
07/12/2020,Anchorage,7,Psych,0,,,,,,,,,,,,,,116,86,70,16,0,0,0,0,0,0,,,
07/12/2020,Gulf Coast,4,CAH,1,140,97,14,83,4,0,4,19,0,19,,,,140,97,14,83,4,0,4,19,0,19,,,
07/12/2020,Gulf Coast,4,GACH,1,120,120,35,85,9,5,4,9,1,8,,,,120,120,35,85,9,5,4,9,1,8,,,
07/12/2020,Interior,6,GACH,1,94,81,60,21,13,4,9,16,1,15,,,,94,81,60,21,13,4,9,16,1,15,,,
07/12/2020,Matanuska-Susitna,3,GACH,1,114,104,63,41,14,8,6,24,2,22,,,,114,104,63,41,14,8,6,24,2,22,,,
07/12/2020,Northern,2,CAH,1,135,95,19,76,8,0,8,36,0,36,,,,135,95,19,76,8,0,8,36,0,36,,,
07/12/2020,Southeast,5,CAH,1,81,81,26,55,13,0,13,31,0,31,,,,81,81,26,55,13,0,13,31,0,31,,,
07/12/2020,Southeast,5,GACH,1,133,56,35,21,9,4,5,15,0,15,,,,133,56,35,21,9,4,5,15,0,15,,,
07/12/2020,Southwest,1,CAH,1,,,,,,,,,,,,,,26,12,1,11,0,0,0,2,0,2,,,
07/12/2020,Southwest,1,GACH,1,62,45,17,28,8,0,8,4,0,4,,,,62,45,17,28,8,0,8,4,0,4,,,
07/13/2020,Anchorage,7,GACH,1,791,661,359,302,80,46,34,105,7,98,,,,1005,834,488,346,102,62,40,155,17,138,,,
07/13/2020,Anchorage,7,LTACH,0,51,51,29,22,11,6,5,24,2,22,,,,51,51,29,22,11,6,5,24,2,22,,,
07/13/2020,Anchorage,7,Psych,0,116,86,62,24,0,0,0,0,0,0,,,,116,86,62,24,0,0,0,0,0,0,,,
07/13/2020,Gulf Coast,4,CAH,1,130,96,19,77,4,0,4,22,0,22,,,,130,96,19,77,4,0,4,22,0,22,,,
07/13/2020,Gulf Coast,4,GACH,1,120,120,33,87,9,4,5,9,1,8,,,,120,120,33,87,9,4,5,9,1,8,,,
07/13/2020,Interior,6,GACH,1,94,81,55,26,13,4,9,16,1,15,,,,94,81,55,26,13,4,9,16,1,15,,,
07/13/2020,Matanuska-Susitna,3,GACH,1,114,104,60,44,14,8,6,24,0,24,,,,114,104,60,44,14,8,6,24,0,24,,,
07/13/2020,Northern,2,CAH,1,135,95,14,81,8,0,8,36,0,36,,,,135,95,14,81,8,0,8,36,0,36,,,
07/13/2020,Southeast,5,CAH,1,80,80,21,59,13,2,11,31,0,31,,,,80,80,21,59,13,2,11,31,0,31,,,
07/13/2020,Southeast,5,GACH,1,133,56,33,23,9,5,4,15,0,15,,,,133,56,33,23,9,5,4,15,0,15,,,
07/13/2020,Southwest,1,CAH,1,26,12,2,10,0,0,0,2,0,2,,,,26,12,2,10,0,0,0,2,0,2,,,
07/13/2020,Southwest,1,GACH,1,62,45,20,25,8,0,8,4,0,4,,,,62,45,20,25,8,0,8,4,0,4,,,
07/14/2020,Anchorage,7,GACH,1,791,661,364,297,80,46,34,105,9,96,,,,1005,834,493,341,102,62,40,155,19,136,,,
07/14/2020,Anchorage,7,LTACH,0,51,51,28,23,11,6,5,24,2,22,,,,51,51,28,23,11,6,5,24,2,22,,,
07/14/2020,Anchorage,7,Psych,0,,,,,,,,,,,,,,116,86,62,24,0,0,0,0,0,0,,,
07/14/2020,Gulf Coast,4,CAH,1,130,96,24,72,4,0,4,22,0,22,,,,130,96,24,72,4,0,4,22,0,22,,,
07/14/2020,Gulf Coast,4,GACH,1,120,120,40,80,9,5,4,9,1,8,,,,120,120,40,80,9,5,4,9,1,8,,,
07/14/2020,Interior,6,GACH,1,94,81,60,21,13,9,4,16,1,15,,,,94,81,60,21,13,9,4,16,1,15,,,
07/14/2020,Matanuska-Susitna,3,GACH,1,114,104,75,29,14,5,9,24,1,23,,,,114,104,75,29,14,5,9,24,1,23,,,
07/14/2020,Northern,2,CAH,1,135,95,16,79,8,0,8,36,0,36,,,,135,95,16,79,8,0,8,36,0,36,,,
07/14/2020,Southeast,5,CAH,1,80,80,22,58,13,1,12,31,0,31,,,,80,80,22,58,13,1,12,31,0,31,,,
07/14/2020,Southeast,5,GACH,1,133,56,37,19,9,5,4,15,1,14,,,,133,56,37,19,9,5,4,15,1,14,,,
07/14/2020,Southwest,1,CAH,1,26,12,2,10,0,0,0,2,0,2,,,,26,12,2,10,0,0,0,2,0,2,,,
07/14/2020,Southwest,1,GACH,1,62,45,13,32,8,0,8,4,0,4,,,,62,45,13,32,8,0,8,4,0,4,,,
07/15/2020,Anchorage,7,GACH,1,995,824,550,274,111,62,49,163,27,136,,,,995,824,550,274,111,62,49,163,27,136,,,
07/15/2020,Anchorage,7,LTACH,0,51,51,30,21,11,6,5,24,3,21,,,,51,51,30,21,11,6,5,24,3,21,,,
07/15/2020,Anchorage,7,Psych,0,,,,,,,,,,,,,,116,86,62,24,0,0,0,0,0,0,,,
07/15/2020,Gulf Coast,4,CAH,1,128,95,21,74,4,0,4,21,0,21,,,,128,95,21,74,4,0,4,21,0,21,,,
07/15/2020,Gulf Coast,4,GACH,1,146,52,40,12,9,6,3,9,1,8,,,,146,52,40,12,9,6,3,9,1,8,,,
07/15/2020,Interior,6,GACH,1,94,81,63,18,13,8,5,16,1,15,,,,94,81,63,18,13,8,5,16,1,15,,,
07/15/2020,Matanuska-Susitna,3,GACH,1,,,,,14,,,,,,,,,114,104,75,29,14,5,9,24,1,23,,,
07/15/2020,Northern,2,CAH,1,103,95,15,80,8,0,8,36,0,36,,,,103,95,15,80,8,0,8,36,0,36,,,
07/15/2020,Southeast,5,CAH,1,80,80,26,54,13,1,12,31,0,31,,,,80,80,26,54,13,1,12,31,0,31,,,
07/15/2020,Southeast,5,GACH,1,133,133,31,102,9,6,3,15,0,15,,,,133,133,31,102,9,6,3,15,0,15,,,
07/15/2020,Southwest,1,CAH,1,22,22,2,20,0,0,0,,0,,,,,22,22,2,20,0,0,0,2,0,2,,,
07/15/2020,Southwest,1,GACH,1,62,45,17,28,8,0,8,4,0,4,,,,62,45,17,28,8,0,8,4,0,4,,,
07/16/2020,Anchorage,7,GACH,1,995,651,562,234,89,61,46,169,62,107,,,,995,824,562,265,111,61,50,169,62,107,,,
07/16/2020,Anchorage,7,LTACH,0,51,51,29,22,11,6,5,24,1,23,,,,51,51,29,22,11,6,5,24,1,23,,,
07/16/2020,Anchorage,7,Psych,0,,,,,,,,,,,,,,116,86,62,24,0,0,0,0,0,0,,,
07/16/2020,Gulf Coast,4,CAH,1,128,95,24,71,4,0,4,21,0,21,,,,128,95,24,71,4,0,4,21,0,21,,,
07/16/2020,Gulf Coast,4,GACH,1,120,120,36,84,9,5,4,9,1,8,,,,120,120,36,84,9,5,4,9,1,8,,,
07/16/2020,Interior,6,GACH,1,94,81,60,21,13,9,4,16,1,15,,,,94,81,60,21,13,9,4,16,1,15,,,
07/16/2020,Matanuska-Susitna,3,GACH,1,192,125,69,56,14,7,7,11,2,9,,,,192,125,69,56,14,7,7,11,2,9,,,
07/16/2020,Northern,2,CAH,1,103,95,55,40,8,8,0,36,0,36,,,,103,95,55,40,8,8,0,36,0,36,,,
07/16/2020,Southeast,5,CAH,1,80,80,32,48,13,1,12,31,0,31,,,,80,80,32,48,13,1,12,31,0,31,,,
07/16/2020,Southeast,5,GACH,1,133,133,37,96,9,8,1,15,0,15,,,,133,133,37,96,9,8,1,15,0,15,,,
07/16/2020,Southwest,1,CAH,1,22,22,2,20,0,0,0,,0,,,,,22,22,2,20,0,0,0,2,0,2,,,
07/16/2020,Southwest,1,GACH,1,62,45,16,29,8,0,8,4,0,4,,,,62,45,16,29,8,0,8,4,0,4,,,
07/17/2020,Anchorage,7,GACH,1,995,651,566,232,89,58,50,169,62,107,,,,995,824,566,263,111,58,54,169,62,107,,,
07/17/2020,Anchorage,7,LTACH,0,51,51,29,22,11,6,5,24,1,23,,,,51,51,29,22,11,6,5,24,1,23,,,
07/17/2020,Anchorage,7,Psych,0,,,,,,,,,,,,,,116,86,62,24,0,0,0,0,0,0,,,
07/17/2020,Gulf Coast,4,CAH,1,132,93,16,77,4,0,4,21,0,21,,,,132,93,16,77,4,0,4,21,0,21,,,
07/17/2020,Gulf Coast,4,GACH,1,120,120,41,79,9,6,3,9,1,8,,,,120,120,41,79,9,6,3,9,1,8,,,
07/17/2020,Interior,6,GACH,1,94,81,49,32,13,7,6,16,2,14,,,,94,81,49,32,13,7,6,16,2,14,,,
07/17/2020,Matanuska-Susitna,3,GACH,1,192,125,75,50,14,12,2,11,2,9,,,,192,125,75,50,14,12,2,11,2,9,,,
07/17/2020,Northern,2,CAH,1,103,95,14,81,8,0,8,36,0,36,,,,103,95,14,81,8,0,8,36,0,36,,,
07/17/2020,Southeast,5,CAH,1,80,80,32,48,13,1,12,31,0,31,,,,80,80,32,48,13,1,12,31,0,31,,,
07/17/2020,Southeast,5,GACH,1,133,133,40,93,9,5,4,15,0,15,,,,133,133,40,93,9,5,4,15,0,15,,,
07/17/2020,Southwest,1,CAH,1,22,22,2,20,0,0,0,,0,,,,,22,22,2,20,0,0,0,2,0,2,,,
07/17/2020,Southwest,1,GACH,1,62,45,14,31,8,0,8,4,0,4,,,,62,45,14,31,8,0,8,4,0,4,,,
07/18/2020,Anchorage,7,GACH,1,464,250,262,141,24,29,15,117,16,101,,,,995,824,572,263,111,57,56,169,29,140,,,
07/18/2020,Anchorage,7,LTACH,0,,,,,,,,,,,,,,51,51,29,22,11,6,5,24,1,23,,,
07/18/2020,Anchorage,7,Psych,0,,,,,,,,,,,,,,116,86,62,24,0,0,0,0,0,0,,,
07/18/2020,Gulf Coast,4,CAH,1,73,49,8,41,2,0,2,8,0,8,,,,132,92,15,77,4,0,4,21,0,21,,,
07/18/2020,Gulf Coast,4,GACH,1,120,120,34,86,9,5,4,9,0,9,,,,120,120,34,86,9,5,4,9,0,9,,,
07/18/2020,Interior,6,GACH,1,94,81,50,31,13,7,6,16,2,14,,,,94,81,50,31,13,7,6,16,2,14,,,
07/18/2020,Matanuska-Susitna,3,GACH,1,192,125,56,69,14,11,3,11,2,9,,,,192,125,56,69,14,11,3,11,2,9,,,
07/18/2020,Northern,2,CAH,1,103,95,15,80,8,0,8,36,0,36,,,,103,95,15,80,8,0,8,36,0,36,,,
07/18/2020,Southeast,5,CAH,1,80,80,32,48,13,2,11,31,0,31,,,,80,80,32,48,13,2,11,31,0,31,,,
07/18/2020,Southeast,5,GACH,1,133,133,36,97,9,4,5,15,0,15,,,,133,133,36,97,9,4,5,15,0,15,,,
07/18/2020,Southwest,1,CAH,1,16,12,3,9,0,0,0,2,0,2,,,,16,12,3,9,0,0,0,2,0,2,,,
07/18/2020,Southwest,1,GACH,1,62,45,14,31,8,0,8,4,0,4,,,,62,45,14,31,8,0,8,4,0,4,,,
07/19/2020,Anchorage,7,GACH,1,995,651,580,221,137,107,50,169,21,148,,,,995,824,580,252,159,107,54,169,21,148,,,
07/19/2020,Anchorage,7,LTACH,0,51,51,29,22,11,6,5,24,1,23,,,,51,51,29,22,11,6,5,24,1,23,,,
07/19/2020,Anchorage,7,Psych,0,,,,,,,,,,,,,,116,86,62,24,0,0,0,0,0,0,,,
07/19/2020,Gulf Coast,4,CAH,1,128,92,19,73,4,0,4,21,0,21,,,,128,92,19,73,4,0,4,21,0,21,,,
07/19/2020,Gulf Coast,4,GACH,1,120,120,29,91,9,4,5,9,0,9,,,,120,120,29,91,9,4,5,9,0,9,,,
07/19/2020,Interior,6,GACH,1,94,81,41,40,13,4,9,16,1,15,,,,94,81,41,40,13,4,9,16,1,15,,,
07/19/2020,Matanuska-Susitna,3,GACH,1,192,125,55,70,14,5,9,11,1,10,,,,192,125,55,70,14,5,9,11,1,10,,,
07/19/2020,Northern,2,CAH,1,103,95,14,81,8,0,8,36,0,36,,,,103,95,14,81,8,0,8,36,0,36,,,
07/19/2020,Southeast,5,CAH,1,80,80,31,49,13,2,11,31,0,31,,,,80,80,31,49,13,2,11,31,0,31,,,
07/19/2020,Southeast,5,GACH,1,133,133,34,99,9,3,6,15,0,15,,,,133,133,34,99,9,3,6,15,0,15,,,
07/19/2020,Southwest,1,CAH,1,16,12,2,10,0,0,0,2,0,2,,,,16,12,2,10,0,0,0,2,0,2,,,
07/19/2020,Southwest,1,GACH,1,62,45,12,33,8,0,8,4,0,4,,,,62,45,12,33,8,0,8,4,0,4,,,
07/20/2020,Anchorage,7,GACH,1,995,651,608,192,137,98,57,171,22,149,,,,995,824,608,223,159,98,61,171,22,149,,,
07/20/2020,Anchorage,7,LTACH,0,51,51,30,21,11,6,5,24,3,21,,,,51,51,30,21,11,6,5,24,3,21,,,
07/20/2020,Anchorage,7,Psych,0,116,86,63,23,0,0,0,0,0,0,,,,116,86,63,23,0,0,0,0,0,0,,,
07/20/2020,Gulf Coast,4,CAH,1,128,92,26,66,6,2,4,21,0,21,,,,128,92,26,66,6,2,4,21,0,21,,,
07/20/2020,Gulf Coast,4,GACH,1,120,120,24,96,9,3,6,9,0,9,,,,120,120,24,96,9,3,6,9,0,9,,,
07/20/2020,Interior,6,GACH,1,94,81,42,39,13,7,6,16,1,15,,,,94,81,42,39,13,7,6,16,1,15,,,
07/20/2020,Matanuska-Susitna,3,GACH,1,192,125,55,70,14,5,9,11,1,10,,,,192,125,55,70,14,5,9,11,1,10,,,
07/20/2020,Northern,2,CAH,1,103,95,19,76,8,0,8,36,0,36,,,,103,95,19,76,8,0,8,36,0,36,,,
07/20/2020,Southeast,5,CAH,1,80,80,24,56,13,1,12,31,0,31,,,,80,80,24,56,13,1,12,31,0,31,,,
07/20/2020,Southeast,5,GACH,1,133,133,33,100,9,5,4,15,0,15,,,,133,133,33,100,9,5,4,15,0,15,,,
07/20/2020,Southwest,1,CAH,1,22,22,1,21,0,0,0,,0,,,,,22,22,1,21,0,0,0,2,0,2,,,
07/20/2020,Southwest,1,GACH,1,62,45,12,33,8,0,8,4,0,4,,,,62,45,12,33,8,0,8,4,0,4,,,
07/21/2020,Anchorage,7,GACH,1,995,651,605,195,137,99,56,171,19,152,,,,995,824,605,226,159,99,60,171,19,152,,,
07/21/2020,Anchorage,7,LTACH,0,51,51,30,21,11,6,5,24,1,23,,,,51,51,30,21,11,6,5,24,1,23,,,
07/21/2020,Anchorage,7,Psych,0,,,,,,,,,,,,,,116,86,63,23,0,0,0,0,0,0,,,
07/21/2020,Gulf Coast,4,CAH,1,128,92,21,71,4,1,3,21,0,21,,,,128,92,21,71,4,1,3,21,0,21,,,
07/21/2020,Gulf Coast,4,GACH,1,120,120,28,92,9,4,5,9,0,9,,,,120,120,28,92,9,4,5,9,0,9,,,
07/21/2020,Interior,6,GACH,1,94,81,54,27,13,12,1,16,2,14,,,,94,81,54,27,13,12,1,16,2,14,,,
07/21/2020,Matanuska-Susitna,3,GACH,1,192,125,65,60,14,8,6,11,3,8,,,,192,125,65,60,14,8,6,11,3,8,,,
07/21/2020,Northern,2,CAH,1,103,95,16,79,8,0,8,36,0,36,,,,103,95,16,79,8,0,8,36,0,36,,,
07/21/2020,Southeast,5,CAH,1,80,80,24,56,13,1,12,31,0,31,,,,80,80,24,56,13,1,12,31,0,31,,,
07/21/2020,Southeast,5,GACH,1,133,133,33,100,9,4,5,15,0,15,,,,133,133,33,100,9,4,5,15,0,15,,,
07/21/2020,Southwest,1,CAH,1,22,22,1,21,0,0,0,,0,,,,,22,22,1,21,0,0,0,2,0,2,,,
07/21/2020,Southwest,1,GACH,1,62,45,16,29,8,0,8,4,0,4,,,,62,45,16,29,8,0,8,4,0,4,,,
07/22/2020,Anchorage,7,GACH,1,995,651,627,181,137,58,97,171,22,149,,,,995,824,627,212,159,58,101,171,22,149,,,
07/22/2020,Anchorage,7,LTACH,0,51,51,30,21,11,5,6,24,0,24,,,,51,51,30,21,11,5,6,24,0,24,,,
07/22/2020,Anchorage,7,Psych,0,,,,,,,,,,,,,,116,86,63,23,0,0,0,0,0,0,,,
07/22/2020,Gulf Coast,4,CAH,1,128,92,26,66,4,0,4,21,0,21,,,,128,92,26,66,4,0,4,21,0,21,,,
07/22/2020,Gulf Coast,4,GACH,1,120,120,29,91,9,4,5,9,0,9,,,,120,120,29,91,9,4,5,9,0,9,,,
07/22/2020,Interior,6,GACH,1,94,81,57,24,13,5,8,16,2,14,,,,94,81,57,24,13,5,8,16,2,14,,,
07/22/2020,Matanuska-Susitna,3,GACH,1,192,125,70,55,14,9,5,11,3,8,,,,192,125,70,55,14,9,5,11,3,8,,,
07/22/2020,Northern,2,CAH,1,103,95,17,78,8,0,8,36,0,36,,,,103,95,17,78,8,0,8,36,0,36,,,
07/22/2020,Southeast,5,CAH,1,80,80,21,59,13,1,12,31,0,31,,,,80,80,21,59,13,1,12,31,0,31,,,
07/22/2020,Southeast,5,GACH,1,133,133,34,99,9,3,6,15,0,15,,,,133,133,34,99,9,3,6,15,0,15,,,
07/22/2020,Southwest,1,CAH,1,22,22,2,20,0,0,0,2,0,2,,,,22,22,2,20,0,0,0,2,0,2,,,
07/22/2020,Southwest,1,GACH,1,62,45,18,27,8,0,8,4,0,4,,,,62,45,18,27,8,0,8,4,0,4,,,
07/23/2020,Anchorage,7,GACH,1,1005,661,635,183,137,64,91,171,21,150,18,2,20,1005,834,635,214,159,64,95,171,21,150,18,2,20
07/23/2020,Anchorage,7,LTACH,0,51,51,30,21,11,6,5,24,1,23,0,0,0,51,51,30,21,11,6,5,24,1,23,0,0,0
07/23/2020,Anchorage,7,Psych,0,,,,,,,,,,,,,,116,86,63,23,0,0,0,0,0,0,,,
