"Survey Date","Hospital Region","Hospital Region Code","Facility Type","Facility Filter","All Beds","Inpatient Beds","Inpatient Beds Used","Inpatient Beds Available","ICU Beds","ICU Beds Used","ICU Beds Available","Vents","Vents Used","Vents Available","Pos COVID","PUI Pending","Pos COVID PUI Pending","All Beds (Imputed)","Inpatient Beds (Imputed)","Inpatient Beds Used (Imputed)","Inpatient Beds Available (Imputed)","ICU Beds (Imputed)","ICU Beds Used (Imputed)","ICU Beds Available (Imputed)","Vents (Imputed)","Vents Used (Imputed)","Vents Available (Imputed)","Pos COVID (Imputed)","PUI Pending (Imputed)","Pos COVID PUI Pending (Imputed)"
01/28/2021,Anchorage,7,Psych,0,,,,,,,,,,,,,,200,189,109,80,0,0,0,0,0,0,0,0,0
01/28/2021,Gulf Coast,4,CAH,1,109,100,32,68,4,0,4,18,0,18,0,0,0,109,100,32,68,4,0,4,18,0,18,0,0,0
01/28/2021,Gulf Coast,4,GACH,1,115,61,42,19,9,6,3,10,0,10,0,0,0,115,61,42,19,9,6,3,10,0,10,0,0,0
01/28/2021,Interior,6,GACH,1,101,81,46,35,20,9,11,16,0,16,1,0,1,101,81,46,35,20,9,11,16,0,16,1,0,1
01/28/2021,Matanuska-Susitna,3,GACH,1,184,160,71,89,14,6,8,33,0,33,3,0,3,184,160,71,89,14,6,8,33,0,33,3,0,3
01/28/2021,Northern,2,CAH,1,139,78,16,62,0,0,0,36,0,36,0,0,0,139,78,16,62,0,0,0,36,0,36,0,0,0
01/28/2021,Southeast,5,CAH,1,70,70,26,44,8,2,6,33,0,33,2,0,2,70,70,26,44,8,2,6,33,0,33,2,0,2
01/28/2021,Southeast,5,GACH,1,161,133,37,96,9,5,4,20,0,20,0,0,0,161,133,37,96,9,5,4,20,0,20,0,0,0
01/28/2021,Southwest,1,CAH,1,22,12,1,11,0,0,0,4,0,4,0,0,0,22,12,1,11,0,0,0,4,0,4,0,0,0
01/28/2021,Southwest,1,GACH,1,53,45,13,32,0,0,0,4,0,4,2,0,2,53,45,13,32,0,0,0,4,0,4,2,0,2
01/29/2021,Anchorage,7,GACH,1,732,704,513,191,135,109,26,179,44,135,29,0,29,732,704,513,191,135,109,26,179,44,135,29,0,29
01/29/2021,Anchorage,7,LTACH,0,34,34,33,1,3,3,0,23,2,21,0,0,0,34,34,33,1,3,3,0,23,2,21,0,0,0
01/29/2021,Anchorage,7,Psych,0,,,,,,,,,,,,,,200,189,109,80,0,0,0,0,0,0,0,0,0
01/29/2021,Gulf Coast,4,CAH,1,108,99,31,68,4,0,4,18,0,18,0,0,0,108,99,31,68,4,0,4,18,0,18,0,0,0
01/29/2021,Gulf Coast,4,GACH,1,115,61,33,28,9,4,5,10,0,10,1,0,1,115,61,33,28,9,4,5,10,0,10,1,0,1
01/29/2021,Interior,6,GACH,1,101,81,50,31,20,9,11,16,0,16,1,0,1,101,81,50,31,20,9,11,16,0,16,1,0,1
01/29/2021,Matanuska-Susitna,3,GACH,1,184,160,69,91,14,4,10,33,0,33,4,0,4,184,160,69,91,14,4,10,33,0,33,4,0,4
01/29/2021,Northern,2,CAH,1,139,78,16,62,0,0,0,36,0,36,0,0,0,139,78,16,62,0,0,0,36,0,36,0,0,0
01/29/2021,Southeast,5,CAH,1,70,70,29,41,8,4,4,33,0,33,0,0,0,70,70,29,41,8,4,4,33,0,33,0,0,0
01/29/2021,Southeast,5,GACH,1,161,133,35,98,9,5,4,20,0,20,0,0,0,161,133,35,98,9,5,4,20,0,20,0,0,0
01/29/2021,Southwest,1,CAH,1,22,12,2,10,0,0,0,4,0,4,0,0,0,22,12,2,10,0,0,0,4,0,4,0,0,0
01/29/2021,Southwest,1,GACH,1,53,45,17,28,0,0,0,4,0,4,2,0,2,53,45,17,28,0,0,0,4,0,4,2,0,2
01/30/2021,Anchorage,7,GACH,1,725,700,499,201,131,103,28,179,41,138,32,0,32,725,700,499,201,131,103,28,179,41,138,32,0,32
01/30/2021,Anchorage,7,LTACH,0,34,34,30,4,3,3,0,23,2,21,0,0,0,34,34,30,4,3,3,0,23,2,21,0,0,0
01/30/2021,Anchorage,7,Psych,0,,,,,,,,,,,,,,200,189,109,80,0,0,0,0,0,0,0,0,0
01/30/2021,Gulf Coast,4,CAH,1,108,99,28,71,4,0,4,18,0,18,0,0,0,108,99,28,71,4,0,4,18,0,18,0,0,0
01/30/2021,Gulf Coast,4,GACH,1,115,61,33,28,9,3,6,10,0,10,1,0,1,115,61,33,28,9,3,6,10,0,10,1,0,1
01/30/2021,Interior,6,GACH,1,101,81,47,34,20,11,9,16,0,16,1,0,1,101,81,47,34,20,11,9,16,0,16,1,0,1
01/30/2021,Matanuska-Susitna,3,GACH,1,184,160,65,95,14,4,10,33,0,33,3,0,3,184,160,65,95,14,4,10,33,0,33,3,0,3
01/30/2021,Northern,2,CAH,1,139,78,16,62,0,0,0,36,0,36,0,0,0,139,78,16,62,0,0,0,36,0,36,0,0,0
01/30/2021,Southeast,5,CAH,1,70,70,33,37,8,4,4,33,0,33,0,0,0,70,70,33,37,8,4,4,33,0,33,0,0,0
01/30/2021,Southeast,5,GACH,1,161,133,33,100,9,4,5,20,0,20,0,0,0,161,133,33,100,9,4,5,20,0,20,0,0,0
01/30/2021,Southwest,1,CAH,1,22,12,0,12,0,0,0,4,0,4,0,0,0,22,12,0,12,0,0,0,4,0,4,0,0,0
01/30/2021,Southwest,1,GACH,1,53,45,21,24,0,0,0,4,0,4,2,0,2,53,45,21,24,0,0,0,4,0,4,2,0,2
01/31/2021,Anchorage,7,GACH,1,726,701,515,186,131,103,28,179,39,140,34,0,34,726,701,515,186,131,103,28,179,39,140,34,0,34
01/31/2021,Anchorage,7,LTACH,0,34,34,30,4,3,3,0,23,2,21,0,0,0,34,34,30,4,3,3,0,23,2,21,0,0,0
01/31/2021,Anchorage,7,Psych,0,,,,,,,,,,,,,,200,189,109,80,0,0,0,0,0,0,0,0,0
01/31/2021,Gulf Coast,4,CAH,1,108,99,28,71,4,0,4,18,0,18,0,0,0,108,99,28,71,4,0,4,18,0,18,0,0,0
01/31/2021,Gulf Coast,4,GACH,1,115,61,31,30,9,4,5,10,0,10,1,0,1,115,61,31,30,9,4,5,10,0,10,1,0,1
01/31/2021,Interior,6,GACH,1,101,81,47,34,20,6,14,16,0,16,1,0,1,101,81,47,34,20,6,14,16,0,16,1,0,1
01/31/2021,Matanuska-Susitna,3,GACH,1,184,160,54,106,14,4,10,33,0,33,3,0,3,184,160,54,106,14,4,10,33,0,33,3,0,3
01/31/2021,Northern,2,CAH,1,139,78,18,60,0,0,0,36,0,36,0,0,0,139,78,18,60,0,0,0,36,0,36,0,0,0
01/31/2021,Southeast,5,CAH,1,70,70,25,45,8,5,3,33,0,33,0,0,0,70,70,25,45,8,5,3,33,0,33,0,0,0
01/31/2021,Southeast,5,GACH,1,161,133,37,96,9,5,4,20,0,20,0,0,0,161,133,37,96,9,5,4,20,0,20,0,0,0
01/31/2021,Southwest,1,CAH,1,22,12,1,11,0,0,0,4,0,4,0,0,0,22,12,1,11,0,0,0,4,0,4,0,0,0
01/31/2021,Southwest,1,GACH,1,53,45,20,25,0,0,0,4,0,4,1,0,1,53,45,20,25,0,0,0,4,0,4,1,0,1
02/01/2021,Anchorage,7,GACH,1,720,696,504,192,130,107,23,179,35,144,34,0,34,720,696,504,192,130,107,23,179,35,144,34,0,34
02/01/2021,Anchorage,7,LTACH,0,34,34,30,4,3,3,0,23,2,21,0,0,0,34,34,30,4,3,3,0,23,2,21,0,0,0
02/01/2021,Anchorage,7,Psych,0,,,,,,,,,,,,,,200,189,109,80,0,0,0,0,0,0,0,0,0
02/01/2021,Gulf Coast,4,CAH,1,108,99,28,71,4,0,4,18,0,18,0,0,0,108,99,28,71,4,0,4,18,0,18,0,0,0
02/01/2021,Gulf Coast,4,GACH,1,115,61,35,26,9,4,5,10,0,10,1,0,1,115,61,35,26,9,4,5,10,0,10,1,0,1
02/01/2021,Interior,6,GACH,1,101,81,48,33,20,7,13,16,0,16,1,0,1,101,81,48,33,20,7,13,16,0,16,1,0,1
02/01/2021,Matanuska-Susitna,3,GACH,1,184,160,60,100,14,3,11,33,0,33,2,0,2,184,160,60,100,14,3,11,33,0,33,2,0,2
02/01/2021,Northern,2,CAH,1,139,78,16,62,0,0,0,36,0,36,0,0,0,139,78,16,62,0,0,0,36,0,36,0,0,0
02/01/2021,Southeast,5,CAH,1,70,70,34,36,8,4,4,33,0,33,0,0,0,70,70,34,36,8,4,4,33,0,33,0,0,0
02/01/2021,Southeast,5,GACH,1,161,133,29,104,9,5,4,20,0,20,0,0,0,161,133,29,104,9,5,4,20,0,20,0,0,0
02/01/2021,Southwest,1,CAH,1,22,12,2,10,0,0,0,4,0,4,0,0,0,22,12,2,10,0,0,0,4,0,4,0,0,0
02/01/2021,Southwest,1,GACH,1,53,45,25,20,0,0,0,4,0,4,1,0,1,53,45,25,20,0,0,0,4,0,4,1,0,1
02/02/2021,Anchorage,7,GACH,1,722,698,498,200,133,113,20,179,38,141,40,0,40,722,698,498,200,133,113,20,179,38,141,40,0,40
02/02/2021,Anchorage,7,LTACH,0,34,34,29,5,3,3,0,23,2,21,0,0,0,34,34,29,5,3,3,0,23,2,21,0,0,0
02/02/2021,Anchorage,7,Psych,0,,,,,,,,,,,,,,200,189,109,80,0,0,0,0,0,0,0,0,0
02/02/2021,Gulf Coast,4,CAH,1,107,98,33,65,4,0,4,18,0,18,0,0,0,107,98,33,65,4,0,4,18,0,18,0,0,0
02/02/2021,Gulf Coast,4,GACH,1,115,61,44,17,9,8,1,10,0,10,1,0,1,115,61,44,17,9,8,1,10,0,10,1,0,1
02/02/2021,Interior,6,GACH,1,101,81,56,25,20,7,13,16,0,16,0,0,0,101,81,56,25,20,7,13,16,0,16,0,0,0
02/02/2021,Matanuska-Susitna,3,GACH,1,184,160,64,96,14,2,12,33,0,33,1,0,1,184,160,64,96,14,2,12,33,0,33,1,0,1
02/02/2021,Northern,2,CAH,1,139,78,15,63,0,0,0,36,0,36,0,0,0,139,78,15,63,0,0,0,36,0,36,0,0,0
02/02/2021,Southeast,5,CAH,1,70,70,34,36,8,5,3,33,0,33,0,0,0,70,70,34,36,8,5,3,33,0,33,0,0,0
02/02/2021,Southeast,5,GACH,1,161,133,36,97,9,5,4,20,0,20,0,0,0,161,133,36,97,9,5,4,20,0,20,0,0,0
02/02/2021,Southwest,1,CAH,1,22,12,1,11,0,0,0,4,0,4,0,0,0,22,12,1,11,0,0,0,4,0,4,0,0,0
02/02/2021,Southwest,1,GACH,1,53,45,22,23,0,0,0,4,0,4,1,0,1,53,45,22,23,0,0,0,4,0,4,1,0,1
02/03/2021,Anchorage,7,GACH,1,728,700,521,179,134,112,22,179,37,142,40,0,40,728,700,521,179,134,112,22,179,37,142,40,0,40
02/03/2021,Anchorage,7,LTACH,0,34,34,30,4,3,3,0,23,2,21,0,0,0,34,34,30,4,3,3,0,23,2,21,0,0,0
02/03/2021,Anchorage,7,Psych,0,200,192,124,68,0,0,0,0,0,0,0,0,0,200,192,124,68,0,0,0,0,0,0,0,0,0
02/03/2021,Gulf Coast,4,CAH,1,110,101,31,70,4,0,4,18,0,18,0,0,0,110,101,31,70,4,0,4,18,0,18,0,0,0
02/03/2021,Gulf Coast,4,GACH,1,115,61,37,24,9,3,6,8,0,8,0,0,0,115,61,37,24,9,3,6,8,0,8,0,0,0
02/03/2021,Interior,6,GACH,1,101,81,51,30,20,9,11,16,0,16,0,0,0,101,81,51,30,20,9,11,16,0,16,0,0,0
02/03/2021,Matanuska-Susitna,3,GACH,1,184,160,72,88,14,8,6,33,2,31,0,0,0,184,160,72,88,14,8,6,33,2,31,0,0,0
02/03/2021,Northern,2,CAH,1,139,78,17,61,0,0,0,36,0,36,0,0,0,139,78,17,61,0,0,0,36,0,36,0,0,0
02/03/2021,Southeast,5,CAH,1,70,70,29,41,8,4,4,33,0,33,0,0,0,70,70,29,41,8,4,4,33,0,33,0,0,0
02/03/2021,Southeast,5,GACH,1,161,133,38,95,9,6,3,20,0,20,0,0,0,161,133,38,95,9,6,3,20,0,20,0,0,0
02/03/2021,Southwest,1,CAH,1,22,12,3,9,0,0,0,4,0,4,0,0,0,22,12,3,9,0,0,0,4,0,4,0,0,0
02/03/2021,Southwest,1,GACH,1,53,45,19,26,0,0,0,4,0,4,0,0,0,53,45,19,26,0,0,0,4,0,4,0,0,0
02/04/2021,Anchorage,7,GACH,1,712,687,492,195,128,103,25,179,36,143,36,0,36,712,687,492,195,128,103,25,179,36,143,36,0,36
02/04/2021,Anchorage,7,LTACH,0,34,34,30,4,3,3,0,23,3,20,0,0,0,34,34,30,4,3,3,0,23,3,20,0,0,0
02/04/2021,Anchorage,7,Psych,0,,,,,,,,,,,,,,200,192,124,68,0,0,0,0,0,0,0,0,0
02/04/2021,Gulf Coast,4,CAH,1,109,100,32,68,4,0,4,18,0,18,0,0,0,109,100,32,68,4,0,4,18,0,18,0,0,0
02/04/2021,Gulf Coast,4,GACH,1,115,61,33,28,9,3,6,8,0,8,0,0,0,115,61,33,28,9,3,6,8,0,8,0,0,0
02/04/2021,Interior,6,GACH,1,101,81,53,28,20,6,14,16,0,16,1,0,1,101,81,53,28,20,6,14,16,0,16,1,0,1
02/04/2021,Matanuska-Susitna,3,GACH,1,184,160,67,93,14,4,10,33,2,31,2,0,2,184,160,67,93,14,4,10,33,2,31,2,0,2
02/04/2021,Northern,2,CAH,1,139,78,19,59,0,0,0,36,0,36,0,0,0,139,78,19,59,0,0,0,36,0,36,0,0,0
02/04/2021,Southeast,5,CAH,1,70,70,32,38,8,4,4,33,0,33,0,0,0,70,70,32,38,8,4,4,33,0,33,0,0,0
02/04/2021,Southeast,5,GACH,1,161,133,42,91,9,3,6,20,0,20,0,0,0,161,133,42,91,9,3,6,20,0,20,0,0,0
02/04/2021,Southwest,1,CAH,1,22,12,3,9,0,0,0,4,0,4,0,0,0,22,12,3,9,0,0,0,4,0,4,0,0,0
02/04/2021,Southwest,1,GACH,1,53,45,26,19,0,0,0,4,0,4,0,0,0,53,45,26,19,0,0,0,4,0,4,0,0,0
02/05/2021,Anchorage,7,GACH,1,697,673,501,172,123,102,21,179,33,146,35,0,35,697,673,501,172,123,102,21,179,33,146,35,0,35
02/05/2021,Anchorage,7,LTACH,0,34,34,31,3,3,3,0,23,3,20,0,0,0,34,34,31,3,3,3,0,23,3,20,0,0,0
02/05/2021,Anchorage,7,Psych,0,,,,,,,,,,,,,,200,192,124,68,0,0,0,0,0,0,0,0,0
02/05/2021,Gulf Coast,4,CAH,1,108,99,29,70,4,0,4,18,0,18,0,0,0,108,99,29,70,4,0,4,18,0,18,0,0,0
02/05/2021,Gulf Coast,4,GACH,1,115,61,31,30,9,4,5,8,0,8,1,0,1,115,61,31,30,9,4,5,8,0,8,1,0,1
02/05/2021,Interior,6,GACH,1,101,81,57,24,20,12,8,16,0,16,2,0,2,101,81,57,24,20,12,8,16,0,16,2,0,2
02/05/2021,Matanuska-Susitna,3,GACH,1,184,160,73,87,14,7,7,33,2,31,3,0,3,184,160,73,87,14,7,7,33,2,31,3,0,3
02/05/2021,Northern,2,CAH,1,139,78,18,60,0,0,0,36,0,36,0,0,0,139,78,18,60,0,0,0,36,0,36,0,0,0
02/05/2021,Southeast,5,CAH,1,70,70,34,36,8,3,5,33,0,33,0,0,0,70,70,34,36,8,3,5,33,0,33,0,0,0
02/05/2021,Southeast,5,GACH,1,161,133,41,92,9,6,3,20,0,20,0,0,0,161,133,41,92,9,6,3,20,0,20,0,0,0
02/05/2021,Southwest,1,CAH,1,22,12,2,10,0,0,0,4,0,4,0,0,0,22,12,2,10,0,0,0,4,0,4,0,0,0
02/05/2021,Southwest,1,GACH,1,53,45,25,20,0,0,0,4,0,4,0,0,0,53,45,25,20,0,0,0,4,0,4,0,0,0
02/06/2021,Anchorage,7,GACH,1,692,666,476,190,121,95,26,179,31,148,33,0,33,692,666,476,190,121,95,26,179,31,148,33,0,33
02/06/2021,Anchorage,7,LTACH,0,34,34,31,3,3,3,0,23,3,20,0,0,0,34,34,31,3,3,3,0,23,3,20,0,0,0
02/06/2021,Anchorage,7,Psych,0,,,,,,,,,,,,,,200,192,124,68,0,0,0,0,0,0,0,0,0
02/06/2021,Gulf Coast,4,CAH,1,108,99,26,73,4,0,4,18,0,18,0,0,0,108,99,26,73,4,0,4,18,0,18,0,0,0
02/06/2021,Gulf Coast,4,GACH,1,115,61,37,24,9,6,3,8,1,7,2,0,2,115,61,37,24,9,6,3,8,1,7,2,0,2
02/06/2021,Interior,6,GACH,1,101,81,48,33,20,8,12,16,0,16,0,0,0,101,81,48,33,20,8,12,16,0,16,0,0,0
02/06/2021,Matanuska-Susitna,3,GACH,1,184,160,65,95,14,12,2,33,2,31,1,0,1,184,160,65,95,14,12,2,33,2,31,1,0,1
02/06/2021,Northern,2,CAH,1,139,78,19,59,0,0,0,36,0,36,1,0,1,139,78,19,59,0,0,0,36,0,36,1,0,1
02/06/2021,Southeast,5,CAH,1,70,70,32,38,8,4,4,33,0,33,0,0,0,70,70,32,38,8,4,4,33,0,33,0,0,0
02/06/2021,Southeast,5,GACH,1,161,133,52,81,9,6,3,20,0,20,0,0,0,161,133,52,81,9,6,3,20,0,20,0,0,0
02/06/2021,Southwest,1,CAH,1,22,12,1,11,0,0,0,4,0,4,0,0,0,22,12,1,11,0,0,0,4,0,4,0,0,0
02/06/2021,Southwest,1,GACH,1,53,45,16,29,0,0,0,4,0,4,0,0,0,53,45,16,29,0,0,0,4,0,4,0,0,0
02/07/2021,Anchorage,7,GACH,1,694,668,466,202,125,101,24,179,32,147,32,0,32,694,668,466,202,125,101,24,179,32,147,32,0,32
02/07/2021,Anchorage,7,LTACH,0,34,34,31,3,3,3,0,23,4,19,0,0,0,34,34,31,3,3,3,0,23,4,19,0,0,0
02/07/2021,Anchorage,7,Psych,0,,,,,,,,,,,,,,200,192,124,68,0,0,0,0,0,0,0,0,0
02/07/2021,Gulf Coast,4,CAH,1,108,99,26,73,4,0,4,18,0,18,0,0,0,108,99,26,73,4,0,4,18,0,18,0,0,0
02/07/2021,Gulf Coast,4,GACH,1,115,61,37,24,9,4,5,8,1,7,3,0,3,115,61,37,24,9,4,5,8,1,7,3,0,3
02/07/2021,Interior,6,GACH,1,101,81,46,35,20,8,12,16,0,16,0,0,0,101,81,46,35,20,8,12,16,0,16,0,0,0
02/07/2021,Matanuska-Susitna,3,GACH,1,184,160,70,90,14,8,6,33,2,31,1,0,1,184,160,70,90,14,8,6,33,2,31,1,0,1
02/07/2021,Northern,2,CAH,1,139,78,14,64,0,0,0,36,1,35,1,0,1,139,78,14,64,0,0,0,36,1,35,1,0,1
02/07/2021,Southeast,5,CAH,1,70,70,32,38,8,4,4,33,0,33,0,0,0,70,70,32,38,8,4,4,33,0,33,0,0,0
02/07/2021,Southeast,5,GACH,1,161,133,52,81,9,5,4,20,0,20,1,0,1,161,133,52,81,9,5,4,20,0,20,1,0,1
02/07/2021,Southwest,1,CAH,1,22,12,3,9,0,0,0,4,0,4,0,0,0,22,12,3,9,0,0,0,4,0,4,0,0,0
02/07/2021,Southwest,1,GACH,1,53,45,20,25,0,0,0,4,0,4,0,0,0,53,45,20,25,0,0,0,4,0,4,0,0,0
02/08/2021,Anchorage,7,GACH,1,726,700,497,203,136,110,26,179,34,145,28,0,28,726,700,497,203,136,110,26,179,34,145,28,0,28
02/08/2021,Anchorage,7,LTACH,0,34,34,32,2,3,3,0,23,4,19,0,0,0,34,34,32,2,3,3,0,23,4,19,0,0,0
02/08/2021,Anchorage,7,Psych,0,,,,,,,,,,,,,,200,192,124,68,0,0,0,0,0,0,0,0,0
02/08/2021,Gulf Coast,4,CAH,1,108,98,26,72,4,0,4,18,0,18,0,0,0,108,98,26,72,4,0,4,18,0,18,0,0,0
02/08/2021,Gulf Coast,4,GACH,1,115,61,37,24,9,4,5,8,1,7,2,0,2,115,61,37,24,9,4,5,8,1,7,2,0,2
02/08/2021,Interior,6,GACH,1,101,81,34,47,20,6,14,16,0,16,0,0,0,101,81,34,47,20,6,14,16,0,16,0,0,0
02/08/2021,Matanuska-Susitna,3,GACH,1,184,160,73,87,14,7,7,33,2,31,1,0,1,184,160,73,87,14,7,7,33,2,31,1,0,1
02/08/2021,Northern,2,CAH,1,139,78,13,65,0,0,0,36,0,36,1,0,1,139,78,13,65,0,0,0,36,0,36,1,0,1
02/08/2021,Southeast,5,CAH,1,70,70,26,44,8,3,5,33,0,33,0,0,0,70,70,26,44,8,3,5,33,0,33,0,0,0
02/08/2021,Southeast,5,GACH,1,161,133,35,98,9,3,6,20,0,20,1,0,1,161,133,35,98,9,3,6,20,0,20,1,0,1
02/08/2021,Southwest,1,CAH,1,22,12,1,11,0,0,0,4,0,4,0,0,0,22,12,1,11,0,0,0,4,0,4,0,0,0
02/08/2021,Southwest,1,GACH,1,53,45,18,27,0,0,0,4,0,4,1,0,1,53,45,18,27,0,0,0,4,0,4,1,0,1
02/09/2021,Anchorage,7,GACH,1,726,699,483,216,137,108,29,179,36,143,26,0,26,726,699,483,216,137,108,29,179,36,143,26,0,26
02/09/2021,Anchorage,7,LTACH,0,34,34,32,2,3,3,0,23,4,19,0,0,0,34,34,32,2,3,3,0,23,4,19,0,0,0
02/09/2021,Anchorage,7,Psych,0,,,,,,,,,,,,,,200,192,124,68,0,0,0,0,0,0,0,0,0
02/09/2021,Gulf Coast,4,CAH,1,108,98,24,74,4,0,4,18,0,18,0,0,0,108,98,24,74,4,0,4,18,0,18,0,0,0
02/09/2021,Gulf Coast,4,GACH,1,115,61,44,17,9,6,3,8,0,8,1,0,1,115,61,44,17,9,6,3,8,0,8,1,0,1
02/09/2021,Interior,6,GACH,1,101,81,51,30,20,6,14,16,0,16,1,0,1,101,81,51,30,20,6,14,16,0,16,1,0,1
02/09/2021,Matanuska-Susitna,3,GACH,1,184,160,68,92,14,6,8,33,2,31,1,0,1,184,160,68,92,14,6,8,33,2,31,1,0,1
02/09/2021,Northern,2,CAH,1,139,78,14,64,0,0,0,36,0,36,1,0,1,139,78,14,64,0,0,0,36,0,36,1,0,1
02/09/2021,Southeast,5,CAH,1,70,70,30,40,8,4,4,33,0,33,0,0,0,70,70,30,40,8,4,4,33,0,33,0,0,0
02/09/2021,Southeast,5,GACH,1,161,133,32,101,9,5,4,20,0,20,1,0,1,161,133,32,101,9,5,4,20,0,20,1,0,1
02/09/2021,Southwest,1,CAH,1,22,12,1,11,0,0,0,4,0,4,0,0,0,22,12,1,11,0,0,0,4,0,4,0,0,0
02/09/2021,Southwest,1,GACH,1,53,45,15,30,0,0,0,4,0,4,1,0,1,53,45,15,30,0,0,0,4,0,4,1,0,1
02/10/2021,Anchorage,7,GACH,1,725,699,501,198,134,102,32,179,29,150,25,0,25,725,699,501,198,134,102,32,179,29,150,25,0,25
02/10/2021,Anchorage,7,LTACH,0,34,34,33,1,3,3,0,23,4,19,0,0,0,34,34,33,1,3,3,0,23,4,19,0,0,0
02/10/2021,Anchorage,7,Psych,0,60,48,48,0,0,0,0,0,0,0,0,0,0,200,188,120,68,0,0,0,0,0,0,0,0,0
02/10/2021,Gulf Coast,4,CAH,1,108,98,27,71,4,0,4,18,0,18,0,0,0,108,98,27,71,4,0,4,18,0,18,0,0,0
02/10/2021,Gulf Coast,4,GACH,1,115,61,45,16,9,9,0,8,0,8,0,0,0,115,61,45,16,9,9,0,8,0,8,0,0,0
02/10/2021,Interior,6,GACH,1,101,81,44,37,20,7,13,16,0,16,2,0,2,101,81,44,37,20,7,13,16,0,16,2,0,2
02/10/2021,Matanuska-Susitna,3,GACH,1,184,160,69,91,14,12,2,33,2,31,2,0,2,184,160,69,91,14,12,2,33,2,31,2,0,2
02/10/2021,Northern,2,CAH,1,139,78,17,61,0,0,0,36,0,36,1,0,1,139,78,17,61,0,0,0,36,0,36,1,0,1
02/10/2021,Southeast,5,CAH,1,70,70,37,33,8,1,7,33,0,33,1,0,1,70,70,37,33,8,1,7,33,0,33,1,0,1
02/10/2021,Southeast,5,GACH,1,161,133,42,91,9,5,4,20,0,20,1,0,1,161,133,42,91,9,5,4,20,0,20,1,0,1
02/10/2021,Southwest,1,CAH,1,22,12,3,9,0,0,0,4,0,4,0,0,0,22,12,3,9,0,0,0,4,0,4,0,0,0
02/10/2021,Southwest,1,GACH,1,53,45,17,28,0,0,0,4,0,4,1,0,1,53,45,17,28,0,0,0,4,0,4,1,0,1
02/11/2021,Anchorage,7,GACH,1,722,698,522,176,138,108,30,179,30,149,27,0,27,722,698,522,176,138,108,30,179,30,149,27,0,27
02/11/2021,Anchorage,7,LTACH,0,34,34,33,1,3,3,0,23,4,19,0,0,0,34,34,33,1,3,3,0,23,4,19,0,0,0
02/11/2021,Anchorage,7,Psych,0,,,,,,,,,,,,,,200,188,120,68,0,0,0,0,0,0,0,0,0
02/11/2021,Gulf Coast,4,CAH,1,108,98,26,72,4,0,4,18,0,18,0,0,0,108,98,26,72,4,0,4,18,0,18,0,0,0
02/11/2021,Gulf Coast,4,GACH,1,115,61,42,19,9,7,2,8,0,8,0,0,0,115,61,42,19,9,7,2,8,0,8,0,0,0
02/11/2021,Interior,6,GACH,1,101,81,44,37,20,8,12,16,0,16,2,0,2,101,81,44,37,20,8,12,16,0,16,2,0,2
02/11/2021,Matanuska-Susitna,3,GACH,1,184,160,70,90,14,8,6,33,2,31,0,0,0,184,160,70,90,14,8,6,33,2,31,0,0,0
02/11/2021,Northern,2,CAH,1,139,78,15,63,0,0,0,36,0,36,1,0,1,139,78,15,63,0,0,0,36,0,36,1,0,1
02/11/2021,Southeast,5,CAH,1,70,70,37,33,8,1,7,33,0,33,0,0,0,70,70,37,33,8,1,7,33,0,33,0,0,0
02/11/2021,Southeast,5,GACH,1,161,133,37,96,9,5,4,20,0,20,1,0,1,161,133,37,96,9,5,4,20,0,20,1,0,1
02/11/2021,Southwest,1,CAH,1,22,12,4,8,0,0,0,4,0,4,0,0,0,22,12,4,8,0,0,0,4,0,4,0,0,0
02/11/2021,Southwest,1,GACH,1,53,45,15,30,0,0,0,4,0,4,2,0,2,53,45,15,30,0,0,0,4,0,4,2,0,2
02/12/2021,Anchorage,7,GACH,1,732,707,534,173,134,107,27,179,32,147,28,0,28,732,707,534,173,134,107,27,179,32,147,28,0,28
02/12/2021,Anchorage,7,LTACH,0,34,34,32,2,3,3,0,23,4,19,0,0,0,34,34,32,2,3,3,0,23,4,19,0,0,0
02/12/2021,Anchorage,7,Psych,0,,,,,,,,,,,,,,200,188,120,68,0,0,0,0,0,0,0,0,0
02/12/2021,Gulf Coast,4,CAH,1,106,96,24,72,4,0,4,18,0,18,0,0,0,106,96,24,72,4,0,4,18,0,18,0,0,0
02/12/2021,Gulf Coast,4,GACH,1,115,61,38,23,9,8,1,8,0,8,0,0,0,115,61,38,23,9,8,1,8,0,8,0,0,0
02/12/2021,Interior,6,GACH,1,101,81,46,35,20,11,9,16,0,16,2,0,2,101,81,46,35,20,11,9,16,0,16,2,0,2
02/12/2021,Matanuska-Susitna,3,GACH,1,184,160,72,88,14,9,5,33,2,31,0,0,0,184,160,72,88,14,9,5,33,2,31,0,0,0
02/12/2021,Northern,2,CAH,1,139,78,16,62,0,0,0,36,0,36,1,0,1,139,78,16,62,0,0,0,36,0,36,1,0,1
02/12/2021,Southeast,5,CAH,1,70,70,34,36,8,2,6,33,0,33,0,0,0,70,70,34,36,8,2,6,33,0,33,0,0,0
02/12/2021,Southeast,5,GACH,1,161,133,33,100,9,7,2,20,0,20,1,0,1,161,133,33,100,9,7,2,20,0,20,1,0,1
02/12/2021,Southwest,1,CAH,1,22,12,5,7,0,0,0,4,0,4,0,0,0,22,12,5,7,0,0,0,4,0,4,0,0,0
